# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-T" "12" "-Q" "10" "-s" "2" "-t" "exon" "-g" "gene_id" "-a" "/export/III-data/waters/ql9f/Plasmodium_genome/pber/PlasmoDB-53_PbergheiANKA.gff" "-o" "set6.count.tsv" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-1_S2.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-2_S6.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-3_S10.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-1_S4.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-2_S8.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-3_S12.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-2_S14.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-3_S16.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-5_S18.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-1_S2.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-2_S4.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-3_S6.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-1_S1.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-2_S5.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-3_S9.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-1_S3.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-2_S7.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-3_S11.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-2_S13.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-3_S15.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-5_S17.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-1_S1.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-2.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-3_S5.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-1_S2.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-2_S6.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-3_S10.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-1_S4.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-2_S8.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-3_S12.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-2_S14.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-3_S16.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-5_S18.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-1_S2.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-2_S4.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-3_S6.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-1_S1.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-2_S5.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-3_S9.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-1_S3.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-2_S7.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-3_S11.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-2_S13.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-3_S15.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-5_S17.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-1_S1.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-2.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-3_S5.sorted.bam
PBANKA_1435700	PbANKA_14_v3	1346343	1347359	-	1017	469	490	1096	1180	1014	591	749	462	1140	379	389	229	850	1380	892	1127	1084	786	632	1103	362	254	339	331
PBANKA_0100061	PbANKA_01_v3;PbANKA_01_v3	21970;22516	22347;22548	-;-	411	341	417	337	317	449	277	449	588	656	269	186	186	203	260	259	175	165	121	443	595	448	237	368	305
PBANKA_1335100	PbANKA_13_v3;PbANKA_13_v3	1399273;1403640	1403268;1405343	-;-	5700	151	194	287	235	185	165	141	138	259	312	372	213	157	294	114	312	264	167	124	185	106	317	326	387
PBANKA_0700011	PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3	75;237;304;567;755	146;302;564;752;862	-;-;-;-;-	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PBANKA_1121600	PbANKA_11_v3;PbANKA_11_v3	796339;797588	797292;797698	-;-	1065	652	1793	2008	3072	4485	1219	2229	1162	1303	517	373	360	3049	2657	1722	4592	3339	2429	1622	1666	1717	395	621	593
PBANKA_1131851	PbANKA_11_v3	1192890	1192962	-	73	8	23	7	4	13	11	9	11	7	2	0	2	5	3	5	10	6	3	2	3	4	0	0	1
PBANKA_0621700	PbANKA_06_v3	867531	868799	-	1269	377	538	1005	1143	1331	682	592	443	616	365	321	295	1056	1282	725	1812	1756	1365	438	736	306	369	402	370
PBANKA_0712100	PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3	462724;465693;465903;466124;466502	465555;465744;465970;466198;466531	+;+;+;+;+	3057	1892	2461	4788	2844	3598	3397	2362	3039	2996	2643	2160	1737	3168	4163	4404	2985	3108	3110	3550	4458	3033	3453	3415	2869
PBANKA_1214700	PbANKA_12_v3	554851	557736	-	2886	1796	1980	3050	2977	2948	1958	2398	2746	3640	4703	4255	3031	2445	3584	3582	3142	3274	2768	3227	4329	2101	4503	5076	5136
PBANKA_0514700	PbANKA_05_v3	556556	557275	+	720	12	41	27	49	57	22	80	43	80	21	23	16	44	43	30	51	51	42	35	46	16	9	11	11
PBANKA_1308200	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	402308;402711;403500	402524;403324;403550	+;+;+	882	2052	3717	2961	2599	4008	3646	5288	4006	4112	2110	1560	1630	2368	2081	2342	1883	2085	1815	3393	4077	3976	1704	2711	2140
PBANKA_0105000	PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3	207928;208083;208342;208518;208668	208004;208208;208450;208578;208744	-;-;-;-;-	450	2698	4831	4555	4790	5616	5014	5297	5549	3806	2114	1364	1801	5250	4446	4479	4671	6305	5815	4332	4735	4616	1353	2930	1692
PBANKA_1114600	PbANKA_11_v3	558836	560776	-	1941	9539	11644	11867	8817	12757	12337	11074	12748	12513	7709	6973	6390	7780	8160	6718	8049	8229	7050	6378	8116	6375	6086	7186	6686
PBANKA_0920300	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	745515;746235;746393;746615;747783	746124;746283;746474;747542;748222	-;-;-;-;-	2109	485	979	1146	1293	1552	865	1218	956	1222	441	382	336	968	1282	1544	1856	1558	1277	1455	1745	1114	381	435	591
PBANKA_1221400	PbANKA_12_v3	823523	824494	-	972	93	151	554	897	901	169	276	111	262	79	71	40	945	1302	731	1377	1383	1019	381	612	312	58	95	71
PBANKA_1432900	PbANKA_14_v3	1234122	1236689	+	2568	1870	1719	1626	765	1238	2387	1705	2591	2635	2123	1922	1441	722	1010	1700	811	1195	1377	1704	2341	1218	1833	2042	1947
PBANKA_MIT03500	PbANKA_MIT_v3	5577	5771	-	195	146	358	200	196	266	300	922	635	605	555	336	418	413	429	314	536	428	503	1159	1062	1615	1122	2264	1011
PBANKA_0210100	PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3	357472;357674;357908;358107;358490;358878;359143	357577;357745;358006;358352;358672;358949;359210	+;+;+;+;+;+;+	846	1033	1022	1663	1451	1856	1367	1299	842	1394	829	661	564	1283	1521	1466	1850	1953	1690	1210	1902	814	740	966	813
PBANKA_0808200	PbANKA_08_v3;PbANKA_08_v3	405775;406325	406219;406632	+;+	753	366	879	1064	1659	2033	889	1633	1148	1060	999	863	664	1764	1770	2635	1796	2004	1861	1935	1974	1845	551	1008	657
PBANKA_1222400	PbANKA_12_v3;PbANKA_12_v3	850696;851807	851401;851820	-;-	720	1580	3345	2572	1928	2920	3664	3053	3139	2779	1376	1199	916	2073	2139	2916	2922	2835	2220	2850	3580	2484	1042	1738	1069
PBANKA_0521261	PbANKA_05_v3	772607	776624	+	4018	3072	14415	1861	8300	7336	6954	34424	21958	29026	1739	1140	877	5415	2051	1102	8330	5771	3394	6558	6236	3377	780	1432	301
PBANKA_1132500	PbANKA_11_v3;PbANKA_11_v3	1219582;1220140	1219919;1220305	-;-	504	413	797	1026	2000	2536	895	1159	679	950	348	262	250	2077	1587	801	2577	2256	1277	518	705	641	158	255	148
PBANKA_1308500	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	413990;414567;414793;414949	414389;414660;414855;414967	+;+;+;+	576	120	299	441	537	468	284	1037	546	683	200	223	131	442	558	1065	412	372	443	1059	1337	860	130	251	201
PBANKA_1436300	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1370499;1370926;1371165;1371291;1371459;1371788;1372016;1372290;1372545;1372727	1370604;1371011;1371204;1371328;1371637;1371882;1372083;1372361;1372604;1372762	+;+;+;+;+;+;+;+;+;+	780	6108	11227	3264	989	3813	9718	5597	10826	4160	7419	6210	4852	1175	1385	2411	820	841	847	5376	7085	5280	7337	11434	9015
PBANKA_1320400	PbANKA_13_v3	841607	843691	-	2085	896	1401	2449	1470	1388	1811	3248	1713	2813	2088	1714	1308	1513	1962	1717	1319	1391	1168	2005	2645	1983	1494	1926	1508
PBANKA_0904300	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	155684;156164;156299;156620;156900	156028;156210;156443;156786;156981	+;+;+;+;+	786	433	1122	283	295	680	566	402	950	287	544	356	530	184	197	175	234	164	127	323	389	381	408	693	744
PBANKA_API00231	PbANKA_API_v3	24319	24390	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PBANKA_0208400	PbANKA_02_v3	288951	290825	-	1875	492	1019	1297	1391	2171	1145	1522	1024	1200	349	240	201	1612	2125	2914	2298	1912	1679	2446	2975	2154	376	451	418
PBANKA_1407400	PbANKA_14_v3	347290	351414	-	4125	1581	1134	1972	1667	1417	1460	1701	1562	3691	4300	4113	2631	1546	2533	1562	1655	1972	1283	1244	1621	1024	5954	5435	5218
PBANKA_0504400	PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3	173716;175689;176349	175539;176269;176514	-;-;-	2571	38068	23927	31822	6410	12416	34111	18766	20078	40374	47592	42038	29685	6240	12595	13447	7552	12224	10718	16525	23525	15900	49598	49009	47541
PBANKA_0830700	PbANKA_08_v3	1159435	1161009	+	1575	1682	3206	2022	465	1908	1873	1427	2153	1492	1150	1070	1003	354	683	568	266	223	240	1028	1729	984	946	1043	1633
PBANKA_0411900	PbANKA_04_v3	422941	424179	+	1239	59	126	42	61	106	87	42	59	41	25	26	31	25	71	13	53	50	45	23	37	16	40	49	68
PBANKA_1304500	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	245031;245258;245466;245677;245904;246108;246347;246602;246880;247077;247279;247539;247765;247966;248089;248317;248445	245087;245374;245531;245778;245998;246162;246435;246797;246981;247166;247334;247632;247860;247998;248153;248357;248476	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1386	440	617	1296	424	636	704	1372	1150	1880	821	1157	626	535	1161	2246	450	468	579	1784	2580	1262	1252	1310	1128
PBANKA_0700051	PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3	11881;12057;12982	11967;12875;12996	-;-;-	921	3	33	4	0	7	2	4	13	85	5	9	10	0	0	2	5	4	0	6	5	5	3	51	18
PBANKA_0613700	PbANKA_06_v3	586754	589528	+	2775	6976	4341	4535	2457	3335	6497	3089	4568	8311	6802	6241	4444	2009	2879	3373	2111	2526	2205	4158	5694	3463	10934	9729	8727
PBANKA_0904800	PbANKA_09_v3;PbANKA_09_v3	168674;169503	169417;169646	+;+	888	188	456	690	316	474	443	391	426	452	262	250	204	240	440	441	173	198	276	353	521	322	217	275	157
PBANKA_0520200	PbANKA_05_v3	731281	732186	-	906	2304	3457	4971	4362	4460	5436	7735	5713	8971	4066	3126	2166	3244	3262	3870	2967	3241	3775	4089	6152	3971	3481	5671	3278
PBANKA_1421200	PbANKA_14_v3	845220	846533	+	1314	699	561	1473	1547	1303	745	736	387	1111	674	636	482	1369	1919	954	2347	2235	1582	599	887	451	576	655	499
PBANKA_0006401	PbANKA_00_v3_archived_contig_2;PbANKA_00_v3_archived_contig_2;PbANKA_00_v3_archived_contig_2;PbANKA_00_v3_archived_contig_2	733;895;1065;1375	804;1062;1372;1555	-;-;-;-	729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PBANKA_0418500	PbANKA_04_v3;PbANKA_04_v3	710590;710793	710646;712172	+;+	1437	238	329	599	1359	812	429	465	296	376	415	372	280	1077	1208	377	646	778	559	190	392	194	243	475	138
PBANKA_1208400	PbANKA_12_v3;PbANKA_12_v3	332708;333166	333013;333501	-;-	642	329	677	733	655	798	647	961	606	967	525	416	310	422	461	577	473	417	511	706	1001	730	320	573	385
PBANKA_0521500	PbANKA_05_v3	792580	796248	-	3669	87	168	332	316	326	152	573	316	353	223	195	132	348	426	475	407	384	285	669	830	900	219	247	263
PBANKA_1441900	PbANKA_14_v3	1578558	1580705	-	2148	2430	1525	1885	1883	1847	2112	1510	1592	3031	3570	3522	2213	1834	2951	2040	2019	2043	1447	1059	1510	872	1864	1842	1700
PBANKA_0914100	PbANKA_09_v3	533531	539818	-	6288	1100	615	1712	1543	1271	1116	1185	774	2924	1849	1872	1100	1277	2264	1707	1454	1441	1130	1300	1545	1027	2165	1626	1978
PBANKA_0929300	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	1074152;1074508;1074957;1075165;1075310;1075451;1075814	1074337;1074811;1075053;1075231;1075379;1075593;1076122	+;+;+;+;+;+;+	1176	5859	6357	12143	7466	10257	6082	14050	9382	10750	5660	5425	4077	7058	8539	12378	6164	5473	4579	15477	19908	9962	5103	6332	6691
PBANKA_1365400	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	2485749;2487664;2487962	2487472;2487784;2488366	+;+;+	2250	646	709	1078	500	493	1091	984	1110	1821	1078	1220	718	281	439	826	271	356	323	880	1153	662	937	1067	891
PBANKA_0702200	PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3	125354;125552;125764;126127	125405;125627;125977;126813	+;+;+;+	1029	73	246	152	267	232	300	235	240	306	166	118	85	213	220	181	248	224	190	176	232	175	118	195	112
PBANKA_0917000	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	643660;643962;644299;644803;645190;645513	643872;644093;644631;644934;645337;645736	-;-;-;-;-;-	1182	242	442	1021	810	1009	411	500	315	545	222	241	223	877	1642	1269	1931	2211	1916	759	1423	469	312	294	371
PBANKA_1424600	PbANKA_14_v3	945366	946931	+	1566	328	872	1235	1561	1425	743	890	639	781	286	277	220	1079	1754	832	2077	1765	1130	725	1038	584	192	267	301
PBANKA_0609300	PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3	425980;426958;427290;427483;427850;428072;428260;428460	426800;427075;427388;427524;427909;428122;428319;428567	+;+;+;+;+;+;+;+	1359	133	327	270	243	386	212	396	442	371	166	162	142	279	293	242	504	414	262	475	608	503	162	187	255
PBANKA_1004800	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	259035;259172;259365;259522;259913	259084;259223;259439;259700;260126	-;-;-;-;-	570	1238	2717	1241	880	1674	2110	1687	2114	1480	1178	1078	928	735	689	891	898	854	862	1035	1351	905	632	1118	766
PBANKA_1312500	PbANKA_13_v3;PbANKA_13_v3	543647;544416	544158;544722	-;-	819	316	1175	766	999	1459	756	836	698	656	200	170	162	807	935	467	1155	820	648	659	862	763	151	239	256
PBANKA_1453400	PbANKA_14_v3	2050224	2051735	-	1512	2510	2643	10089	12383	12691	3877	7274	3095	5986	2077	1670	1519	15506	20507	27942	13257	15615	18398	12736	16710	10554	3550	4289	4084
PBANKA_1110000	PbANKA_11_v3	396658	397998	+	1341	170	335	1308	938	1325	263	617	127	436	53	63	62	1316	2072	1595	1637	1824	1585	895	1459	616	29	38	50
PBANKA_1131000	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	1166981;1167180;1167418;1167724;1168003	1167036;1167283;1167598;1167824;1168106	-;-;-;-;-	546	2241	5203	6421	9433	11891	5431	6378	4033	4224	2146	1700	1735	11544	8140	6526	12128	10541	8497	5525	6470	6242	1560	3162	1664
PBANKA_0722100	PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3	815928;816085;817992	815945;817881;818060	+;+;+	1884	6	2	9	22	26	7	3	5	5	2	1	0	22	24	24	22	22	36	9	12	10	2	5	1
PBANKA_1432100	PbANKA_14_v3	1207901	1210099	+	2199	145	316	489	426	432	282	445	393	563	288	260	140	328	350	306	320	346	189	236	493	196	277	293	221
PBANKA_0416000	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	574017;574307;574524;575640;575805;575991;576902	574080;574416;575481;575705;575861;576785;577578	+;+;+;+;+;+;+	2727	1157	3239	1068	2132	1326	1251	3572	2762	4757	2438	3389	2145	790	820	985	894	1402	1319	1378	2038	853	1408	2417	801
PBANKA_0503800	PbANKA_05_v3	156155	158755	+	2601	1299	1218	1650	1287	1623	1359	993	1341	1709	2115	1868	1324	1838	4253	5826	2258	3002	3019	2520	2896	1678	2814	2659	3131
PBANKA_1365680	PbANKA_13_v3;PbANKA_13_v3	2503685;2503884	2503765;2504087	+;+	285	44	42	34	118	101	16	68	86	81	24	27	33	163	90	117	117	92	75	141	174	81	55	110	45
PBANKA_1352000	PbANKA_13_v3;PbANKA_13_v3	1980669;1980929	1980677;1982131	+;+	1212	837	1911	1569	1988	1854	2097	3978	3426	4860	3342	3423	1812	1525	2031	2318	2268	2146	1722	2736	3409	2170	1824	2416	1749
PBANKA_0944021	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	1604589;1604856;1605402	1604777;1604965;1605403	-;-;-	301	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
PBANKA_1443400	PbANKA_14_v3;PbANKA_14_v3	1656169;1659160	1659010;1659377	+;+	3060	336	269	1797	1277	1578	387	963	234	815	275	316	183	1835	2669	1689	2416	3097	2856	709	1031	545	140	140	75
PBANKA_0819300	PbANKA_08_v3;PbANKA_08_v3	767737;768501	768420;768758	-;-	942	718	1069	2000	2545	2837	1234	2777	1697	2421	1626	1554	1101	2307	2318	2466	3179	3252	2177	2218	3087	1994	955	1488	971
PBANKA_0314700	PbANKA_03_v3	512508	513500	+	993	2975	4620	6752	9869	10680	5005	7219	4792	6240	2425	2379	1968	10152	8462	7543	11647	10685	7697	6247	8194	5670	1712	2543	1979
PBANKA_0707900	PbANKA_07_v3	327594	330284	+	2691	45	58	322	356	312	77	168	45	224	44	60	32	308	607	543	342	367	361	208	338	141	69	71	49
PBANKA_0700800	PbANKA_07_v3	71322	72212	-	891	260	314	593	359	236	571	452	439	748	395	384	308	351	525	850	253	375	403	530	982	314	469	747	363
PBANKA_0935100	PbANKA_09_v3	1280052	1280885	-	834	47	103	225	266	246	97	175	77	165	46	54	42	199	280	274	305	253	269	128	239	94	42	53	48
PBANKA_1201400	PbANKA_12_v3	86248	89343	+	3096	85	207	336	271	244	136	329	197	453	231	254	132	143	383	360	209	210	155	311	643	233	194	264	254
PBANKA_1444400	PbANKA_14_v3	1701164	1703059	+	1896	251	562	758	645	764	453	510	360	529	372	318	214	574	765	531	665	534	495	363	567	344	301	355	366
PBANKA_1438200	PbANKA_14_v3	1441210	1444719	-	3510	602	557	564	460	493	492	334	398	712	764	772	513	366	634	345	449	458	366	241	408	230	708	595	733
PBANKA_1427200	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1049870;1050643;1052079;1052364	1049906;1051846;1052253;1052492	+;+;+;+	1545	2872	3631	6050	3545	3547	4221	5449	4662	6057	4251	4273	3082	3504	4096	5157	1944	2407	2590	5366	6708	4437	4736	5508	3538
PBANKA_1421000	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	840366;840625;841351	840446;841156;841457	-;-;-	720	133	303	393	80	117	426	762	960	1230	318	621	330	74	176	872	79	92	192	1123	1603	710	472	486	320
PBANKA_0615300	PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3	635228;635435;635697;635980;636240;636420;636587;636956	635336;635492;635865;636108;636299;636482;636705;639188	-;-;-;-;-;-;-;-	2940	13120	9812	5606	2641	5324	12248	4236	15428	9071	20688	19763	12827	2076	3863	5994	1977	2119	2062	6456	7983	4405	30743	29733	34363
PBANKA_0404300	PbANKA_04_v3	167234	169948	+	2715	548	495	732	400	378	498	433	723	1263	981	1650	883	406	618	575	319	404	449	428	742	317	1091	1217	664
PBANKA_0926900	PbANKA_09_v3;PbANKA_09_v3	994973;996563	996456;996722	-;-	1644	2907	3090	4049	3042	3910	3584	3589	4220	3783	3206	2643	2214	3120	3705	3073	3142	3299	2471	3019	4143	2303	3023	3298	3194
PBANKA_0410300	PbANKA_04_v3	377264	378175	+	912	769	2128	2694	2827	3761	1325	2507	1879	2321	622	658	544	1933	2714	2048	3739	2680	2227	2031	2489	1965	289	546	482
PBANKA_1465841	PbANKA_14_v3	2502368	2503144	-	777	7	5	10	1	5	9	7	19	7	9	2	4	9	12	10	7	2	8	17	24	13	11	14	14
PBANKA_1123500	PbANKA_11_v3;PbANKA_11_v3	869771;877135	877013;877463	+;+	7572	1702	1056	4030	4357	2904	1846	3802	1469	8179	5868	6387	3168	4785	7767	7850	5230	6271	4957	4563	5996	3892	6954	5774	4842
PBANKA_1245000	PbANKA_12_v3;PbANKA_12_v3	1695232;1695612	1695369;1696646	-;-	1173	96	75	193	260	132	74	128	61	198	117	158	99	178	328	162	208	257	152	97	176	65	112	159	97
PBANKA_1108300	PbANKA_11_v3	320699	324694	+	3996	3176	2173	10560	11561	9934	5903	5541	3611	9591	4677	4632	2789	19955	29177	25739	28670	34491	31507	11021	11947	9037	7096	7309	5406
PBANKA_1215700	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	588512;588652;588845;589149;589489	588558;588715;588975;589361;589588	-;-;-;-;-	555	327	1059	1109	847	1301	845	1404	1249	1045	238	313	184	589	815	1280	876	777	779	1543	2125	1175	240	308	300
PBANKA_1358200	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	2218021;2218227;2218612	2218047;2218322;2218749	-;-;-	261	4297	10953	7177	5176	9267	7624	15069	12121	8249	3979	2825	3380	4029	3711	6320	3107	3064	3117	9501	9605	10795	1981	3724	2956
PBANKA_0808600	PbANKA_08_v3	413639	417658	-	4020	117	379	467	312	456	302	486	585	381	138	109	71	419	981	1026	785	1143	1135	655	827	507	73	74	85
PBANKA_1026100	PbANKA_10_v3	1069048	1077342	+	8295	296	184	536	198	298	215	301	144	672	687	624	372	163	423	321	86	126	177	321	347	266	1004	847	936
PBANKA_1104100	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	168029;168263;168455;168635;169001;169551	168156;168319;168541;168770;169319;169651	+;+;+;+;+;+	828	26716	50782	6514	3155	14354	42827	13383	71265	14131	36194	24286	29303	3054	2920	5202	1945	2251	3030	14389	16181	15411	40813	70674	59107
